// SR1 Audio Analyzer: 6/2/2023 12:52:13 PM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,Vrms
35.5859375,1.0001166652701E-7
35.6011962890625,9.79228208934941E-8
35.616455078125,1.00882226791611E-7
35.6317138671875,1.04040302848552E-7
35.64697265625,1.07637117341554E-7
35.6622314453125,1.08894462828113E-7
35.677490234375,1.07752020115935E-7
35.6927490234375,1.2223860677544E-7
35.7080078125,1.52296675443167E-7
35.7232666015625,1.56516298522602E-7
35.738525390625,1.2704114019451E-7
35.7537841796875,1.06685202090681E-7
35.76904296875,1.04015313681013E-7
35.7843017578125,9.05398730160108E-8
35.799560546875,8.26693490857323E-8
35.8148193359375,8.89547846887832E-8
35.830078125,9.5158555658135E-8
35.8453369140625,1.02883013790275E-7
35.860595703125,1.04184205018233E-7
35.8758544921875,1.09752755082816E-7
35.89111328125,1.26039785397476E-7
35.9063720703125,1.26712648324284E-7
35.921630859375,1.04409425244811E-7
35.9368896484375,9.5153156229998E-8
35.9521484375,1.097727027759E-7
35.9674072265625,1.15095106911422E-7
35.982666015625,1.14822399796022E-7
35.9979248046875,1.16180091608557E-7
36.01318359375,1.0995063817725E-7
36.0284423828125,1.00365158619391E-7
36.043701171875,1.0752488239812E-7
36.0589599609375,1.27663112981562E-7
36.07421875,1.30987221629539E-7
36.0894775390625,1.17330714424471E-7
36.104736328125,1.10380091576777E-7
36.1199951171875,1.12236568228352E-7
36.13525390625,1.08157217450162E-7
36.1505126953125,9.85599690060084E-8
36.165771484375,8.82946110177225E-8
36.1810302734375,8.32562475186414E-8
36.1962890625,9.5632653495298E-8
36.2115478515625,1.14287448478338E-7
36.226806640625,1.21953319656957E-7
36.2420654296875,1.16402176547905E-7
36.25732421875,1.03644985851488E-7
36.2725830078125,1.00415349399665E-7
36.287841796875,1.15264705561873E-7
36.3031005859375,1.23240144494054E-7
36.318359375,1.15159974234687E-7
36.3336181640625,1.12362124686934E-7
36.348876953125,1.2418608407028E-7
36.3641357421875,1.37649722028797E-7
36.37939453125,1.32239956707719E-7
36.3946533203125,1.101871688324E-7
36.409912109375,1.13382694331122E-7
36.4251708984375,1.38585570333703E-7
36.4404296875,1.48465245861687E-7
36.4556884765625,1.36449311828846E-7
36.470947265625,1.17592797726146E-7
36.4862060546875,1.12997499811387E-7
36.50146484375,1.15433596673185E-7
36.5167236328125,1.16708437811103E-7
36.531982421875,1.09807141277704E-7
36.5472412109375,9.55116226776092E-8
36.5625,8.5787863695035E-8
36.5777587890625,8.98763963985583E-8
36.593017578125,9.75708728362163E-8
36.6082763671875,9.54521984655477E-8
36.62353515625,8.62406108727334E-8
36.6387939453125,9.28080009820569E-8
36.654052734375,1.07262616639004E-7
36.6693115234375,1.15491052483479E-7
36.6845703125,1.16878620058812E-7
36.6998291015625,1.08765914760759E-7
36.715087890625,1.0644412727884E-7
36.7303466796875,1.14537002997054E-7
36.74560546875,1.14728363844256E-7
36.7608642578125,1.00365550534086E-7
36.776123046875,1.03646037064593E-7
36.7913818359375,1.28323135253967E-7
36.806640625,1.3256344364484E-7
36.8218994140625,1.21506008795213E-7
36.837158203125,1.21173198102814E-7
36.8524169921875,1.3237449320635E-7
36.86767578125,1.2447083451447E-7
36.8829345703125,9.49711486972514E-8
36.898193359375,9.94484192461402E-8
36.9134521484375,1.363849939255E-7
36.9287109375,1.5750365297408E-7
36.9439697265625,1.4815247258305E-7
36.959228515625,1.17523977387667E-7
36.9744873046875,9.11111163385653E-8
36.98974609375,9.37478689704265E-8
37.0050048828125,1.0971305821917E-7
37.020263671875,1.23636476612555E-7
37.0355224609375,1.26705164959983E-7
37.05078125,1.14841939755477E-7
37.0660400390625,1.03538112851768E-7
37.081298828125,1.05492633046702E-7
37.0965576171875,1.19256938770035E-7
37.11181640625,1.23433286383157E-7
37.1270751953125,1.10536714222966E-7
37.142333984375,9.35582278606262E-8
37.1575927734375,8.84600297574298E-8
37.1728515625,9.69527826208969E-8
37.1881103515625,1.01503951245788E-7
37.203369140625,1.05165044695294E-7
37.2186279296875,1.1695564213242E-7
37.23388671875,1.19269775225649E-7
37.2491455078125,1.1763259931543E-7
37.264404296875,1.31488740841207E-7
37.2796630859375,1.4859556350547E-7
37.294921875,1.54527692024126E-7
37.3101806640625,1.46455386752514E-7
37.325439453125,1.32630685614019E-7
