// SR1 Audio Analyzer: 6/2/2023 12:59:44 PM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,Vrms
35.5859375,1.41673765546127E-5
35.6011962890625,1.6620135128623E-5
35.616455078125,2.13064312895634E-5
35.6317138671875,2.34689660857921E-5
35.64697265625,2.21207417181767E-5
35.6622314453125,1.7513087252704E-5
35.677490234375,1.29949888813126E-5
35.6927490234375,1.34689733963035E-5
35.7080078125,1.84650518570076E-5
35.7232666015625,2.63415158849746E-5
35.738525390625,3.34009537739567E-5
35.7537841796875,3.14261804592092E-5
35.76904296875,1.92149090178654E-5
35.7843017578125,4.6322907055758E-6
35.799560546875,6.30074528885613E-6
35.8148193359375,1.42739262686978E-5
35.830078125,2.24486486372313E-5
35.8453369140625,2.57947863257953E-5
35.860595703125,2.53335596162949E-5
35.8758544921875,2.48004049131372E-5
35.89111328125,2.23243204461745E-5
35.9063720703125,1.63407153638095E-5
35.921630859375,1.20219819024632E-5
35.9368896484375,1.76346783501222E-5
35.9521484375,2.0388368841993E-5
35.9674072265625,2.46757419145055E-5
35.982666015625,5.61734400104488E-5
35.9979248046875,8.23345356435137E-5
36.01318359375,7.82730351954656E-5
36.0284423828125,5.99800302487886E-5
36.043701171875,7.39111553516702E-5
36.0589599609375,0.000118512859193708
36.07421875,0.000146375116415693
36.0894775390625,0.000119981744357459
36.104736328125,5.97711728751524E-5
36.1199951171875,2.77788840448963E-5
36.13525390625,2.83169208182875E-5
36.1505126953125,2.77219345549849E-5
36.165771484375,2.27986238981874E-5
36.1810302734375,1.61580232144993E-5
36.1962890625,1.75891288029192E-5
36.2115478515625,2.49362750051354E-5
36.226806640625,3.48514141195878E-5
36.2420654296875,4.45858688713737E-5
36.25732421875,4.63900783721439E-5
36.2725830078125,3.61315450966578E-5
36.287841796875,2.21594940192715E-5
36.3031005859375,2.00043790225096E-5
36.318359375,2.48363565128973E-5
36.3336181640625,2.40931282422008E-5
36.348876953125,1.75066127691131E-5
36.3641357421875,1.73816278701783E-5
36.37939453125,2.87618536927175E-5
36.3946533203125,3.80762649525196E-5
36.409912109375,3.7908039074078E-5
36.4251708984375,3.16314774512767E-5
36.4404296875,2.65757130490908E-5
36.4556884765625,2.11103322150073E-5
36.470947265625,1.92966188973696E-5
36.4862060546875,2.52786586456086E-5
36.50146484375,3.05050756659768E-5
36.5167236328125,3.1103250086093E-5
36.531982421875,2.89742201212451E-5
36.5472412109375,2.84488269719522E-5
36.5625,2.97672153854689E-5
36.5777587890625,3.14092974110832E-5
36.593017578125,2.9934916393881E-5
36.6082763671875,2.31468986455518E-5
36.62353515625,1.54764128306218E-5
36.6387939453125,1.3101117189596E-5
36.654052734375,1.74603964972489E-5
36.6693115234375,2.59755443694112E-5
36.6845703125,3.4196010033702E-5
36.6998291015625,3.97247855880268E-5
36.715087890625,4.19089750203238E-5
36.7303466796875,3.96005635971204E-5
36.74560546875,3.44724665321197E-5
36.7608642578125,2.8859151116297E-5
36.776123046875,2.21820025822802E-5
36.7913818359375,1.52062621565531E-5
36.806640625,1.89794024605951E-5
36.8218994140625,2.76303752186696E-5
36.837158203125,3.0582818088042E-5
36.8524169921875,2.10065673246801E-5
36.86767578125,1.16346462590925E-5
36.8829345703125,1.63347792514921E-5
36.898193359375,1.48413497729596E-5
36.9134521484375,1.16025054861198E-5
36.9287109375,1.128856286197E-5
36.9439697265625,1.19557421126319E-5
36.959228515625,1.64012361019537E-5
36.9744873046875,1.84293052786566E-5
36.98974609375,1.38182843029538E-5
37.0050048828125,6.81193625640366E-6
37.020263671875,6.69662981934894E-6
37.0355224609375,1.09777717253071E-5
37.05078125,1.35129892235094E-5
37.0660400390625,1.31428476835499E-5
37.081298828125,1.18423244392099E-5
37.0965576171875,9.33364073472336E-6
37.11181640625,6.89017486746917E-6
37.1270751953125,1.36662028435049E-5
37.142333984375,1.87277625732125E-5
37.1575927734375,1.64331568982234E-5
37.1728515625,1.85432981224492E-5
37.1881103515625,3.95435893236975E-5
37.203369140625,5.92119526747544E-5
37.2186279296875,5.91684080419313E-5
37.23388671875,3.88545414903403E-5
37.2491455078125,1.6283648394502E-5
37.264404296875,8.59693064681114E-6
37.2796630859375,1.7411510247165E-5
37.294921875,2.08166096208541E-5
37.3101806640625,1.7029066148647E-5
37.325439453125,1.18111895116299E-5
37.3406982421875,1.27670670064729E-5
37.35595703125,2.11458884364048E-5
37.3712158203125,2.32479371344926E-5
37.386474609375,1.56441869381408E-5
37.4017333984375,1.53015899064912E-5
37.4169921875,2.35372556471858E-5
37.4322509765625,2.60871927890081E-5
37.447509765625,2.35785775159166E-5
37.4627685546875,2.06667437335619E-5
37.47802734375,2.31284227432286E-5
37.4932861328125,2.97383315676122E-5
37.508544921875,3.06983025891247E-5
37.5238037109375,2.3731130557411E-5
37.5390625,1.69394922508426E-5
37.5543212890625,1.90434088195683E-5
37.569580078125,2.54614524961817E-5
37.5848388671875,2.89823118835504E-5
37.60009765625,3.45603390163445E-5
37.6153564453125,3.74711230413477E-5
37.630615234375,2.8701456597451E-5
37.6458740234375,1.7366296231488E-5
37.6611328125,2.40332991383793E-5
37.6763916015625,3.53358438090494E-5
37.691650390625,3.89309763526395E-5
37.7069091796875,3.34642833684675E-5
37.72216796875,2.14101991839633E-5
37.7374267578125,1.50930453272162E-5
37.752685546875,2.44535257210117E-5
37.7679443359375,2.90620550314686E-5
37.783203125,2.36285658090467E-5
37.7984619140625,1.74308675401767E-5
37.813720703125,1.50153213142873E-5
37.8289794921875,1.61251221619703E-5
37.84423828125,2.80809473395664E-5
37.8594970703125,4.26875434269611E-5
37.874755859375,5.03539552701224E-5
37.8900146484375,4.64616324499457E-5
37.9052734375,3.69745877801345E-5
37.9205322265625,3.00517911546082E-5
37.935791015625,2.20103951651768E-5
37.9510498046875,1.74733548553105E-5
37.96630859375,2.28385019445783E-5
37.9815673828125,2.52773242613185E-5
37.996826171875,2.22520249061615E-5
38.0120849609375,2.37630389252606E-5
38.02734375,2.86462604307825E-5
38.0426025390625,2.91851031506053E-5
38.057861328125,2.59679982344188E-5
38.0731201171875,2.32639776508717E-5
38.08837890625,2.23749640811092E-5
38.1036376953125,2.27569058418164E-5
38.118896484375,2.3772670932851E-5
38.1341552734375,2.48858510281635E-5
38.1494140625,2.35763029915957E-5
38.1646728515625,1.78922637924077E-5
38.179931640625,8.62031237927712E-6
38.1951904296875,7.90114918132078E-6
38.21044921875,1.84316177226181E-5
38.2257080078125,2.19471926930162E-5
38.240966796875,1.44510412927331E-5
38.2562255859375,8.5957710762379E-6
38.271484375,1.87375974071505E-5
38.2867431640625,2.6630259580483E-5
38.302001953125,3.14082303614327E-5
38.3172607421875,5.02993244900525E-5
38.33251953125,0.000110188396185866
38.3477783203125,0.000176018362546253
38.363037109375,0.000180689837136966
38.3782958984375,0.000113241775086347
38.3935546875,3.77610775617857E-5
38.4088134765625,1.25280919608912E-5
38.424072265625,1.16268721252614E-5
38.4393310546875,9.37781816894677E-6
38.45458984375,1.34126454647284E-5
38.4698486328125,1.36165820234353E-5
38.485107421875,1.3144072628238E-5
38.5003662109375,1.97098849934894E-5
38.515625,2.32394107638935E-5
38.5308837890625,1.93551487484665E-5
38.546142578125,1.18233657138778E-5
38.5614013671875,6.01680017970238E-6
38.57666015625,3.88189696893459E-6
38.5919189453125,4.52365147823711E-6
38.607177734375,1.2427159958387E-5
38.6224365234375,2.78158845413202E-5
38.6376953125,4.37710422500584E-5
38.6529541015625,5.45273944439887E-5
38.668212890625,5.42835323542685E-5
38.6834716796875,4.27307801829599E-5
38.69873046875,2.98740126792202E-5
38.7139892578125,2.26121839459136E-5
38.729248046875,2.17558297992014E-5
38.7445068359375,2.4524677819957E-5
38.759765625,2.37165775874307E-5
38.7750244140625,2.03842954690958E-5
38.790283203125,2.02851487116956E-5
38.8055419921875,1.93727402737837E-5
38.82080078125,1.62021341328925E-5
38.8360595703125,1.23224013421505E-5
38.851318359375,1.32313099716161E-5
38.8665771484375,1.28729887516028E-5
38.8818359375,1.04938468998646E-5
38.8970947265625,1.01240259949655E-5
38.912353515625,1.26105424438882E-5
38.9276123046875,1.92234412618144E-5
38.94287109375,2.45794227711097E-5
38.9581298828125,3.02220684833272E-5
38.973388671875,4.36054564392248E-5
38.9886474609375,6.13087143448201E-5
39.00390625,6.58476154167426E-5
39.0191650390625,4.63749348153475E-5
39.034423828125,2.84743743787209E-5
39.0496826171875,4.27490287740719E-5
39.06494140625,4.67725915442098E-5
39.0802001953125,3.57401522806474E-5
39.095458984375,2.20776174562689E-5
39.1107177734375,1.75094914223058E-5
39.1259765625,1.6096053505861E-5
39.1412353515625,1.45773138642644E-5
39.156494140625,2.55956933436075E-5
39.1717529296875,4.3967219788253E-5
39.18701171875,5.93707666975485E-5
39.2022705078125,6.05696787391625E-5
39.217529296875,5.01366404952786E-5
39.2327880859375,4.04753232847933E-5
39.248046875,3.35179066332109E-5
39.2633056640625,2.6733896124252E-5
39.278564453125,2.28800274861337E-5
39.2938232421875,2.2807708229771E-5
39.30908203125,2.52353121900586E-5
39.3243408203125,2.47543480577947E-5
39.339599609375,1.74506497684973E-5
39.3548583984375,1.33803871207641E-5
39.3701171875,2.40968230333452E-5
39.3853759765625,3.34563559832486E-5
39.400634765625,3.35964429564235E-5
39.4158935546875,2.55454034324923E-5
39.43115234375,1.76503827528844E-5
39.4464111328125,2.52433074428479E-5
39.461669921875,5.05817317695992E-5
39.4769287109375,8.70772594308616E-5
39.4921875,0.000115231796556973
39.5074462890625,0.000109956570350722
39.522705078125,7.23052163123211E-5
39.5379638671875,2.94660260269165E-5
39.55322265625,1.37819949830148E-5
39.5684814453125,2.21515248719689E-5
39.583740234375,2.760260934015E-5
39.5989990234375,3.21538616116065E-5
39.6142578125,3.31819078077331E-5
39.6295166015625,2.73422722912313E-5
39.644775390625,2.27115216330393E-5
